state,city,address,postal_code,phone_number,latitude,longitude
California,Torrance,21300 Hawthorne Blvd,90503,(424) 254-2378,33.834988127866936,-118.35280468949355
California,Torrance,24631 Crenshaw Blvd,90505,(310) 530-0690,33.8018331177992,-118.32843426381467
California,Torrance,3525 W Carson St,90503,(424) 206-4202,33.83215801411273,-118.34935026655486
California,Tracy,2512 Naglee Rd,95304,(209) 834-8845,37.75546914528877,-121.46494850107536
California,Tulare,1108 E Prosperity Ave,93274,(559) 358-3169,36.22621558670599,-119.3289380460501
California,Turlock,3090 Countryside Dr,95380,(209) 656-7647,37.520645,-120.880929
California,Tustin,13348 Newport Ave,92780,(714) 665-6730,33.74511975475779,-117.8146216464283
California,Tustin,15040 Kensington Park Dr,92782,(714) 259-7739,33.7126826891727,-117.81714811920403
California,Ukiah,596 E Perkins St,95482,(707) 472-0539,39.15164538001051,-123.19935967361067
California,Union City,30920 Dyer St,94587,(510) 404-7721,37.60245939031628,-122.06906675183507
California,Upland,1053 E 19th St,91784,(909) 694-0384,34.13235746297344,-117.63666496810549
California,Upland,1092 N Mountain Ave,91786,(909) 579-0999,34.108382301763804,-117.66990272822437
California,Upland,2057 W Baseline Rd,91784,(909) 256-0908,34.121970163634444,-117.69212302883524
California,Vacaville,1620 E Monte Vista Ave,95688,(707) 450-1329,38.36690410069812,-121.96241685072005
California,Valencia,24405 Town Center Dr,91355,(661) 284-2461,34.41790748929424,-118.5614417741988
California,Valencia,28102 Newhall Ranch Rd,91355,(661) 257-9526,34.44265729728954,-118.57377455752419
California,Vallejo,1195 Admiral Callaghan Ln,94591,(707) 552-1024,38.1369577435362,-122.2150147826651
California,Van Nuys,5600 Van Nuys Blvd,91401,(818) 455-4560,34.17231389842011,-118.44830875031454
California,Ventura,1145 S Victoria Ave,93003,(805) 650-6627,34.264407012492484,-119.21258497340176
California,Ventura,488 S Mills Rd,93003,(805) 654-0143,34.26674003395353,-119.2460874911045
California,Victorville,12304 Palmdale Rd,92392,(442) 219-0230,34.5071638,-117.3959003
California,Visalia,248 Plaza Drive,93291,(559) 553-1044,36.332455,-119.391475
California,Visalia,4219 S Mooney Blvd,93277,(559) 636-8475,36.29236398834468,-119.31439473346643
California,Vista,30 Main St,92083,(760) 639-0529,33.20063547165459,-117.24497542595412
California,Walnut,21710 Valley Blvd,91789,(909) 595-1502,34.027889767641526,-117.8338552181055
California,Walnut Creek,1158 Locust St,94596,(925) 935-9307,37.89568245753107,-122.06095857729815
California,Walnut Park,2110 E Florence Ave,90255,(323) 214-1054,33.9744431419157,-118.23350551717931
California,Watsonville,1075 Main St,95076,(831) 322-2012,36.915543102429076,-121.76879151061497
California,West Covina,143 N Barranca St,91791,(626) 967-6680,34.07314386726373,-117.88217626053346
California,West Covina,427 Plaza Dr,91790,(626) 384-2211,34.0711073,-117.9327713
California,West Sacramento,2155 Town Center Plz,95691,(916) 273-8977,38.55033024778676,-121.5388056026676
California,West Sacramento,775 Ikea Ct,95605,(916) 617-2545,38.59004108927359,-121.54966721860711
California,Westlake Village,5754 Lindero Canyon Rd,91362,(818) 597-1603,34.15371791770557,-118.79654041226877
California,Westminster,6777 Westminster Blvd,92683,(714) 487-5126,33.76113750000002,-118.00804959386578
California,Whittier,10120 Carmenita Rd,90605,(562) 457-5327,33.941058210661204,-118.04621113497029
California,Whittier,11840 Whittier Blvd,90601,(562) 478-8302,33.97803602844642,-118.0492989904429
California,Whittier,15528 Whittier Blvd,90603,(562) 371-2028,33.94439989978713,-117.9948264484621
California,Wildomar,24032 Clinton Keith Rd,92595,(951) 574-1277,33.59851897904945,-117.23968004374416
California,Winchester,35938 Winchester Rd,92596,(951) 566-2041,33.6298625,-117.091286
California,Woodland Hills,5430 Topanga Canyon Blvd,91367,(818) 710-0466,34.16986787563659,-118.60526541245811
California,Woodland Hills,6443 Canoga Ave,91367,(747) 888-5101,34.187767500856566,-118.59791897265188
California,Yuba City,1005 Gray Ave,95991,(530) 671-1581,39.14265330346745,-121.6297385638926
California,Yucaipa,31495 Yucaipa Blvd,92399,(909) 316-2710,34.02828467038073,-117.1167986409316
California,Yucca Valley,57592 29 Palms Hwy,92284,(760) 853-2035,34.126852705722854,-116.40834505474285
Colorado,Arvada,12550 W 64th Ave,80004,(303) 432-1101,39.81138704861359,-105.13967820960727
Colorado,Arvada,5324 Wadsworth Byp,80002,(303) 431-6963,39.79394227375821,-105.08027198374691
Colorado,Arvada,8797 Wadsworth Blvd,80003,(720) 898-8140,39.85612606572959,-105.08244000828381
Colorado,Aurora,1205 S Havana St,80012,(303) 369-3700,39.69457177229466,-104.8662978604334
Colorado,Aurora,13700 E Colfax Ave,80011,(303) 344-2140,39.739898551963535,-104.82777096440066
Colorado,Aurora,15280 E Iliff Ave,80014,(720) 747-9542,39.67436520279655,-104.81065555398465
Colorado,Aurora,2300 S Parker Rd,80231,(303) 873-1300,39.674387993599474,-104.86957713591516
Colorado,Aurora,24100 E Commons Ave,80016,(303) 400-3855,39.604272012876336,-104.70758860763118
Colorado,Aurora,3455 N Salida St,80011,(303) 371-2334,39.76402984439589,-104.77470535421776
Colorado,Aurora,4205 S Buckley Rd,80013,(720) 870-3342,39.64020420778057,-104.79204735446893
Colorado,Aurora,6710 S Cornerstar Way,80016,(303) 586-8301,39.59452341563532,-104.80637262864582
Colorado,Boulder,1650 28th St,80301,(720) 406-0500,40.01652978308289,-105.25789239922813
Colorado,Brighton,2046 Prairie Center Pkwy,80601,(720) 259-5627,39.9569298,-104.7756281
Colorado,Castle Rock,5642 Allen Way,80108,(303) 663-0552,39.41447192362294,-104.86400426898177
Colorado,Castle Rock,5954 Promenade Pkwy.,80108,(720) 983-1478,39.4194772,-104.8774765
Colorado,Centennial,12073 E Arapahoe Rd,80112,(303) 708-1733,39.59543648274558,-104.84878740643137
Colorado,Centennial,20209 E Smoky Hill Rd,80015,(303) 627-9080,39.611241369091566,-104.75260376408829
Colorado,Centennial,8255 S Chester St,80112,(303) 768-0102,39.56723688545382,-104.88050550398464
Colorado,Clifton,3233 I-70 Business Loop,81520,(970) 684-2023,39.089954653952205,-108.45311398457144
Colorado,Colorado Springs,1370 Garden Of The Gods Rd,80907,(719) 264-9749,38.89705693862437,-104.85264341264832
Colorado,Colorado Springs,17 S Tejon St,80903,(719) 632-4311,38.833100878161346,-104.82310091436597
Colorado,Colorado Springs,1846 Democracy Pt,80908,(719) 249-1407,38.99004614343266,-104.79606569138431
Colorado,Colorado Springs,2130 Southgate Rd,80906,(719) 634-7199,38.801806979117345,-104.81914475674591
Colorado,Colorado Springs,3026 New Center Pt,80922,(719) 572-6699,38.877091500581365,-104.71877154652476
Colorado,Colorado Springs,5079 N Academy Blvd,80918,(719) 266-1702,38.904331974959575,-104.77416895595184
Colorado,Colorado Springs,5102 N Nevada Ave,80918,(719) 219-0509,38.90253350713101,-104.81810723064962
Colorado,Colorado Springs,6530 Tutt Blvd,80923,(719) 895-3968,38.9267899,-104.715689
Colorado,Colorado Springs,7818 N Academy Blvd,80920,(719) 531-6800,38.94636373455528,-104.80229773007682
Colorado,Colorado Springs,895 N Academy Blvd,80909,(719) 572-1727,38.845449020855405,-104.75657311532689
Colorado,Commerce City,5988 Dahlia St,80022,(303) 227-9466,39.804007450899896,-104.93082754723872
Colorado,Denver,140 Steele St,80206,(303) 329-6466,39.71855993156765,-104.94956138220903
Colorado,Denver,1480 16th St,80202,(720) 904-2052,39.75019553674283,-104.99920669863127
Colorado,Denver,1600 California St,80202,(303) 615-5818,39.74538157729719,-104.9916039656581
Colorado,Denver,1644 E Evans Ave,80210,(303) 722-4121,39.67828797290773,-104.96780777696745
Colorado,Denver,2500 E Colfax Ave,80206,(303) 388-5300,39.739954962720255,-104.95722691840268
Colorado,Denver,2760 S Colorado Blvd,80222,(303) 758-0824,39.66641697071331,-104.93988694049278
Colorado,Denver,3600 W 32nd Ave,80211,(303) 964-3323,39.76198306036484,-105.03484099047398
Colorado,Denver,371 E Alameda Ave,80209,(303) 733-1331,39.71150569725132,-104.98309278771421
Colorado,Denver,4490 Peoria St,80239,(303) 307-1096,39.77767107318909,-104.84639511863828
Colorado,Denver,550 N Broadway,80203,(303) 866-0725,39.7254866850594,-104.98701717881352
Colorado,Denver,7350 E Hampden Ave,80231,(303) 741-8980,39.652405,-104.9032
Colorado,Denver,7400 E 29th Ave,80238,(303) 316-0469,39.75785136019702,-104.9015615788361
Colorado,Denver,745 Colorado Blvd,80206,(303) 333-2121,39.728314327154855,-104.94099338871558
Colorado,Denver,8100 W Crestline Ave,80123,(303) 501-1101,39.61705408300559,-105.08843587055225
Colorado,Denver,820 S Monaco Pkwy,80224,(303) 316-9466,39.70179929627504,-104.9124563696248
Colorado,Englewood,333 W Hampden Ave,80110,(303) 761-3411,39.653526215266915,-104.99219002665392
Colorado,Falcon,7565 Falcon Market Pl,80831,(719) 719-2087,38.94189799999999,-104.6084596
Colorado,Federal Heights,10320 Federal Blvd,80260,(720) 566-0233,39.88426668267913,-105.02461434062457
Colorado,Fort Collins,2120 E Harmony Rd,80528,(970) 530-3200,40.523776961622914,-105.03682653305447
Colorado,Fort Collins,649 S College Ave,80525,(970) 407-1446,40.578301318114626,-105.07743296562819
Colorado,Grand Junction,2504 Highway 6 And 50,81505,(970) 257-1966,39.08348906133941,-108.58800031831296
Colorado,Greeley,807 17th St,80631,(970) 346-8700,40.41203572235011,-104.69148192212145
Colorado,Greenwood Village,6570 S Yosemite St,80111,(303) 488-2002,39.596838857288965,-104.8880827712095
Colorado,Greenwood Village,8000 E Belleview Ave,80111,(303) 694-3094,39.62380733189591,-104.89612552316734
Colorado,Highlands Ranch,2209 W Wildcat Reserve Pkwy,80129,(303) 470-6300,39.53738519289787,-105.0139625172859
Colorado,Highlands Ranch,9579 S University Blvd,80126,(720) 961-7866,39.54162550907136,-104.94083181759328
Colorado,Lafayette,548 W South Boulder Rd,80026,(303) 302-1878,39.98638566440582,-105.09794396611215
Colorado,Lakewood,14255 W Colfax Ave,80401,(303) 278-0991,39.73410047023791,-105.15997528857099
Colorado,Lakewood,145 Union Blvd,80228,(303) 989-5161,39.71746050491897,-105.1336252505962
Colorado,Lakewood,3170 S Wadsworth Blvd,80227,(303) 986-4424,39.660728354367535,-105.080897562583
Colorado,Lakewood,355 S Wadsworth Blvd,80226,(720) 963-0999,39.7102963661781,-105.08214599999997
Colorado,Lakewood,7355 W Colfax Ave,80214,(303) 274-1131,39.740561096559325,-105.07830536467429
Colorado,Littleton,12512 W Ken Caryl Ave,80127,(720) 981-7023,39.58031768885037,-105.13499231987998
Colorado,Littleton,5699 S Broadway,80121,(303) 794-3437,39.61343789917304,-104.9883932901783
Colorado,Littleton,7515 S University Blvd,80122,(303) 797-7001,39.580206500000024,-104.96132583374691
Colorado,Littleton,8501 W Bowles Ave,80123,(303) 973-3401,39.61175897727098,-105.0967189557814
Colorado,Lone Tree,8515 Park Meadows Center Dr,80124,(303) 790-6029,39.56278728224383,-104.87575617480256
Colorado,Lone Tree,9500 Heritage Hills Cir,80124,(303) 792-0611,39.53712395324733,-104.87947276119417
Colorado,Longmont,1100 Ken Pratt Blvd,80501,(303) 651-6763,40.152831349490235,-105.11109899938833
Colorado,Longmont,1708 Main Street,80501,(303) 485-6369,40.189207,-105.101803
Colorado,Louisville,375 McCaslin Blvd,80027,(720) 890-0670,39.96621596945101,-105.16397033843793
Colorado,Loveland,1421 W Eisenhower Blvd,80537,(970) 635-0099,40.407525881391514,-105.09786383988114
Colorado,Loveland,1569 Fall River Dr,80538,(970) 461-8900,40.40855831435636,-105.00775054198982
Colorado,Parker,18400 Cottonwood Dr,80138,(720) 398-6372,39.557209943267296,-104.77792741676375
Colorado,Parker,18701 E Mainstreet,80134,(720) 851-5050,39.51869503455084,-104.77040223558197
Colorado,Pueblo,3230 N Elizabeth St,81008,(719) 404-2900,38.303279216278455,-104.61498663414201
Colorado,Silverthorne,247 Rainbow Dr,80498,(970) 468-0671,39.630287419244226,-106.07142220468808
Colorado,Superior,1940 Coalton Rd,80027,(720) 863-7857,39.928428212695195,-105.14312552946531
Colorado,Thornton,815 Thornton Pkwy,80229,(303) 452-2722,39.871176873235825,-104.97624578605593
Colorado,Thornton,951 E 120th Ave,80233,(720) 929-0499,39.91436710001901,-104.97505228674999
Colorado,Westminster,14452 Orchard Pkwy,80023,(303) 451-9591,39.958954184802,-104.99278568917153
Colorado,Westminster,5160 W 120th Ave.,80020,(720) 887-3646,39.912141,-105.051381
Colorado,Westminster,7303 Federal Blvd,80030,(303) 872-5023,39.82858463959826,-105.02545559751232
Colorado,Wheat Ridge,3294 Youngfield St,80033,(303) 234-1600,39.76299604016307,-105.14005551560047
Connecticut,Branford,2 Commercial Pkwy,06405,(203) 315-1506,41.27731142213908,-72.8283174214896
Connecticut,Bridgeport,275 E Main St,06608,(203) 330-9419,41.17842823720663,-73.18194729049281
Connecticut,Bristol,1444 Farmington Ave,06010,(860) 973-0889,41.698897502330716,-72.89495693060974
Connecticut,Canton,110 Albany Tpke,06019,(860) 693-4457,41.82332322507213,-72.88322699772891
Connecticut,Danbury,115 Mill Plain Rd,06811,(203) 730-2220,41.392482182817886,-73.52250704264242
Connecticut,Danbury,7 Backus Ave,06810,(203) 730-2989,41.380326,-73.47943
Connecticut,Danbury,81 Newtown Rd,06810,(475) 529-2112,41.409697,-73.41132
Connecticut,Darien,71 Post Rd,06820,(203) 662-9228,41.09095263406827,-73.45564055398461
Connecticut,Darien,I-95 Darien Nb Service Plaza,06820,(203) 309-5714,41.0806742,-73.4614135
Connecticut,Enfield,7 Hazard Ave,06082,(860) 741-0801,41.99055716434799,-72.58473316774234
Connecticut,Fairfield,340 Grasmere Ave,06824,(203) 255-7665,41.1571948638277,-73.24036100000001
Connecticut,Glastonbury,140 Glastonbury Blvd,06033,(860) 652-9960,41.72038057442732,-72.62092960479768
Connecticut,Groton,258 Route 12,06340,(860) 910-0664,41.36994575460215,-72.07046013643532
Connecticut,Hamden,2165 Dixwell Ave,06514,(203) 230-8185,41.36879390226055,-72.91821687838001
Connecticut,Manchester,48 Hale Rd,06042,(860) 644-0223,41.81276427147483,-72.52713871794923
Connecticut,Middletown,808 Washington St,06457,(860) 344-9588,41.55500659403476,-72.67927092030962
Connecticut,Milford,1319 Boston Post Rd,06460,(203) 877-1530,41.23845336526143,-73.03542477607482
Connecticut,Monroe,143 Purdy Hill Rd,06468,(475) 474-6211,41.302191,-73.224383
Connecticut,New Haven,910 Chapel St,06510,(203) 785-0799,41.30639517209296,-72.92693399222446
Connecticut,New Milford,169 Danbury Rd,06776,(860) 799-4038,41.549017261167265,-73.4167131874982
Connecticut,Newington,3575 Berlin Tpke,06111,(860) 667-7094,41.650066,-72.729361
Connecticut,Norwich,30 Salem Tpke,06360,(860) 319-0992,41.51342811040123,-72.10696108996953
Connecticut,Riverside,1233 E Putnam Ave,06878,(203) 637-0078,41.04240407701103,-73.57833602738467
Connecticut,Shelton,701 Bridgeport Ave,06484,(203) 225-2766,41.27588197554277,-73.12399875520805
Connecticut,Southbury,100 Main St N,06488,(203) 586-4079,41.47851730217249,-73.21051307773098
Connecticut,Southington,785 Queen St,06489,(860) 276-3912,41.638016010142024,-72.87337302481967
Connecticut,Stamford,1207 High Ridge Rd,06905,(203) 487-5811,41.110480739683055,-73.54553171219086
Connecticut,Stratford,100 E Main St,06614,(203) 275-0964,41.2018127,-73.1166848
Connecticut,Torrington,1313 E Main St,06790,(860) 866-4116,41.8171965763348,-73.09207335442963
Connecticut,Wallingford,1094 N Colony Rd,06492,(203) 265-3159,41.49764234495459,-72.80875095788363
Connecticut,West Hartford,1457 New Britain Ave,06110,(860) 521-0479,41.72472959416484,-72.75709768217337
Connecticut,West Hartford,966 Farmington Ave,06107,(860) 586-8281,41.76188938686709,-72.74307215985726
Connecticut,West Haven,354 Saw Mill Rd,06516,(203) 931-6157,41.27118782688273,-72.97258820765478
Connecticut,Wethersfield,1084 Silas Deane Hwy,06109,(860) 257-9027,41.69268358085449,-72.65518356501957
Delaware,Bear,1200 Pulaski Hwy,19701,(302) 520-2600,39.629349119807905,-75.66592717352388
Delaware,Camden,30 King Blvd.,19934,(302) 387-0622,39.106820078525864,-75.54127837669785
Delaware,Dover,1141 N Dupont Hwy,19901,(302) 678-5012,39.18678446887631,-75.53655817470087
Delaware,Middletown,657 Middletown Warwick Rd,19709,(302) 376-9584,39.44580632021666,-75.73467347927613
Delaware,New Castle,115A S Dupont Hwy,19720,(302) 326-1505,39.66378445341222,-75.60687249570083
Delaware,Newark,132 Christiana Mall,19702,(302) 731-3037,39.677884,-75.652284
Delaware,Newark,136 E Main St,19711,(302) 861-8002,39.68377823512398,-75.74772734634695
Delaware,Newark,60 Geoffrey Dr,19713,(302) 366-1296,39.68769436463868,-75.65275170915139
Delaware,Rehoboth Beach,36453 Seaside Outlet Dr,19971,(302) 227-4900,38.71784480353341,-75.11120954268412
Delaware,Wilmington,2209 Concord Pike,19803,(302) 304-8343,39.7909214,-75.5458742
Delaware,Wilmington,3700 Kirkwood Hwy,19808,(302) 994-1069,39.73293717615314,-75.63955922368905
Florida,Altamonte Springs,400 W State Road 436,32714,(407) 682-2747,28.661298307235594,-81.39668856209812
Florida,Apopka,1215 W Orange Blossom Trl,32712,(689) 336-0006,28.68558985179515,-81.5325605926077
Florida,Apopka,2201 E Semoran Blvd,32703,(407) 814-1207,28.673551495033866,-81.46992335735763
Florida,Aventura,18815 Biscayne Blvd,33180,(786) 955-2150,25.95018503822516,-80.14567645491081
Florida,Boca Raton,1666 N Federal Hwy,33432,(561) 206-0830,26.365541610858394,-80.07898699171113
Florida,Boca Raton,2301 Glades Rd,33431,(561) 443-5540,26.368827400578603,-80.1280500709588
Florida,Boca Raton,5560 N Military Trl,33496,(561) 995-0924,26.40076753815862,-80.12042140434681
Florida,Boca Raton,7028 W Palmetto Park Rd,33433,(561) 206-0144,26.349511355304283,-80.15744495676324
Florida,Boca Raton,9930 Glades Rd,33434,(561) 477-8340,26.365986740276462,-80.20235730857033
Florida,Boynton Beach,1620 S Federal Hwy,33435,(561) 200-1013,26.513674959588972,-80.05878217288577
Florida,Boynton Beach,1780 N Congress Ave,33426,(561) 732-2282,26.54267599540657,-80.09020997864808
Florida,Boynton Beach,8790 Boynton Beach Blvd,33472,(561) 739-9871,26.5272244006721,-80.18612640244675
Florida,Bradenton,1608 Cortez Rd W,34207,(941) 752-0425,27.463184540263185,-82.57834493108192
Florida,Brandon,103 Brandon Town Center Dr,33511,(813) 330-3001,27.938747769594823,-82.32362885613423
Florida,Brandon,11137 Causeway Blvd,33511,(656) 347-2440,27.922678,-82.32433809999999
Florida,Brandon,459 Brandon Town Center Mall,33511,(813) 689-6816,27.938755258308017,-82.32362453599272
Florida,Brandon,829 E Bloomingdale Ave,33511,(813) 423-6384,27.89315296173319,-82.27232598834325
Florida,Brooksville,13207 Cortez Blvd,34613,(352) 597-4356,28.53437690982307,-82.50659652729814
Florida,Cape Coral,2060 NE Pine Island Rd,33909,(239) 424-6451,26.672886267256903,-81.92853450273395
Florida,Cape Coral,2207 Del Prado Blvd S,33990,(239) 458-3944,26.610982702781204,-81.94054500320021
Florida,Casselberry,1387 State Road 436,32707,(321) 280-9620,28.6296537483117,-81.31860203099693
Florida,Clearwater,2537 Countryside Blvd,33761,(727) 230-0780,28.014677340939595,-82.73444402941567
Florida,Clearwater,2662 Gulf To Bay Blvd,33759,(727) 724-1768,27.961145358138484,-82.72752726149133
Florida,Clearwater,5360 East Bay Drive,33764,(727) 507-0041,27.916835974551216,-82.73144484171621
Florida,Clermont,1495 E Hwy 50,34711,(352) 394-0175,28.545698702412185,-81.73009849431196
Florida,Clermont,610 Cagan View Rd,34714,(352) 227-1245,28.353095,-81.67527167
Florida,Coral Springs,1775 N University Dr,33071,(954) 341-0821,26.252865595198625,-80.25231916791012
Florida,Coral Springs,4220 N State Road 7,33073,(954) 960-4000,26.28354967969935,-80.20268216026798
Florida,Coral Springs,4600 N University Dr,33067,(954) 575-4174,26.287371601249518,-80.25113432945467
Florida,Crestview,2680 S Ferdon Blvd,32536,(850) 331-6212,30.732538,-86.567108
Florida,Cutler Bay,19151 S Dixie Hwy,33157,(786) 231-5120,25.589673366046544,-80.35863462852154
Florida,Dania Beach,1780 Stirling Rd,33004,(954) 925-4381,26.04869664021097,-80.15950361620679
Florida,Davenport,1091 Posner Blvd,33837,(863) 588-0448,28.2266204,-81.6435554
Florida,Davenport,2116 Triglia Way,33896,(863) 758-4041,28.258987465107488,-81.59820141425219
Florida,Davenport,49539 Hwy  27,33897,(863) 251-9141,28.30661218166159,-81.66666103494873
Florida,Davie,2110 S University Dr,33324,(954) 400-7464,26.09429379209461,-80.2503511410495
Florida,Davie,5796 South University Dr,33328,(954) 689-0559,26.047042315061336,-80.2510542978095
Florida,Daytona Beach,1425 Cornerstone Blvd,32117,(386) 274-4726,29.218879255286186,-81.09709381165675
Florida,Daytona Beach,2400 W International Speedway Blvd,32114,(386) 252-6011,29.182064012738767,-81.0814084478095
Florida,Deerfield Beach,3311 W Hillsboro Blvd,33442,(754) 305-0881,26.318445294570278,-80.14832948344407
Florida,Deerfield Beach,777 S Federal Hwy,33441,(954) 281-5643,26.30708740220849,-80.09320808252357
Florida,Deland,2335 S Woodland Blvd,32720,(386) 469-9279,28.98699069226117,-81.29912887430243
Florida,Delray Beach,4789 W Atlantic Ave,33445,(561) 666-1003,26.4582441,-80.1201125
Florida,Delray Beach,520 Linton Blvd,33444,(561) 276-2093,26.43919398983961,-80.07845578886025
Florida,Destin,4281 Legendary Dr,32541,(850) 269-0187,30.390134590565765,-86.42484252704122
Florida,Doral,2000 NW 87th Ave,33172,(786) 464-1551,25.7934463,-80.3375674
Florida,Doral,5875 NW 105th Ct,33178,(786) 361-1243,25.82647602189912,-80.36821689508913
Florida,Ellenton,6020 US Highway 301 N,34222,(941) 803-4009,27.5320691330393,-82.50177610682883
Florida,Estero,22941 Lyden Dr,33928,(239) 495-3165,26.403595686440802,-81.81134813032403
Florida,Fern Park,103 State Road 436,32730,(407) 834-0165,28.659664072586867,-81.34078245005861
Florida,Fort Lauderdale,1515 SE 17th St,33316,(954) 400-7493,26.10086495855604,-80.12665735988514
Florida,Fort Lauderdale,1736 N Federal Hwy,33305,(954) 400-5028,26.150564531527802,-80.11888650267343
Florida,Fort Lauderdale,2610 W Broward Blvd,33312,(954) 583-8336,26.121287762235482,-80.17647565884374
Florida,Fort Lauderdale,4850 N Federal Hwy,33308,(954) 400-7485,26.18776079655633,-80.11555793005942
Florida,Fort Myers,10010 University Plaza Drive,33913,(239) 437-5719,26.491833852496008,-81.78677409014574
Florida,Fort Myers,12635 S Cleveland Ave,33907,(239) 204-5244,26.55869732673191,-81.8711361070105
Florida,Fort Myers,8061 Dani Dr,33966,(239) 275-4076,26.608337734485225,-81.81053723002685
Florida,Fort Pierce,5545 Okeechobee Rd,34947,(772) 264-4082,27.4174444,-80.3814096
Florida,Fort Walton Beach,227 Carol Ave NW,32548,(850) 855-4675,30.426182446281953,-86.64068181259475
Florida,Ft Lauderdale,6320 N Andrews Ave,33309,(954) 200-6538,26.204786342170173,-80.14741756625307
Florida,Gainesville,1432 W University Ave,32603,(352) 372-5330,29.652292261963808,-82.34149667607767
Florida,Gainesville,2225 NW 13th St,32609,(352) 378-7751,29.67364120397084,-82.33867029289968
Florida,Gainesville,3841 SW Archer Rd,32608,(352) 371-9396,29.619406292195045,-82.38130672684525
Florida,Golf,11500 S Military Trl,33436,(561) 880-9919,26.50952085695414,-80.12268647805897
Florida,Greenacres,6714 Forest Hill Blvd,33413,(561) 432-3346,26.648234703951772,-80.14618339386577
Florida,Gulf Breeze,725 Gulf Breeze Parkway,32561,(850) 935-3049,30.357889398929178,-87.16543510612772
Florida,Haines City,35654 US 27 N,33844,(863) 758-4029,28.118144428863214,-81.64056379851472
Florida,Hialeah,18461 NW 67th Ave,33015,(305) 558-4282,25.941268349053956,-80.30643628822202
Florida,Hialeah,405 W 49th St,33012,(305) 512-4114,25.867040082258224,-80.29198155088527
Florida,Hialeah,7925 Hialeah Gardens Blvd,33018,(305) 982-8050,25.89481690606795,-80.35074015027618
Florida,Hollywood,1774 Sheridan St,33020,(954) 923-4401,26.033056115486787,-80.1420688426424
Florida,Homestead,2500 NE 10th Ct,33033,(305) 245-5131,25.479008795929524,-80.44192050166987
Florida,Inverness,911 W Main St,34450,(352) 423-7227,28.835558491225328,-82.34120761532687
Florida,Jacksonville,11113 San Jose Blvd,32223,(904) 268-2342,30.173556268870147,-81.62783786026853
Florida,Jacksonville,11919 Atlantic Blvd,32225,(904) 893-4518,30.3216706,-81.4954745
Florida,Jacksonville,13546 Beach Blvd,32224,(904) 992-4255,30.28711282555381,-81.46036844536275
Florida,Jacksonville,13920 Old Saint Augustine Rd,32258,(904) 886-9554,30.14131050942163,-81.54639779028463
Florida,Jacksonville,3860 University Blvd W,32217,(904) 638-4475,30.262910492009855,-81.62294869386577
Florida,Jacksonville,4495 Roosevelt Blvd,32210,(904) 650-2191,30.280609135302186,-81.71787517348018
Florida,Jacksonville,4865 Town Center Pkwy,32246,(904) 997-0481,30.254542390056276,-81.5327619073576
Florida,Jacksonville,50 Riverside Ave,32202,(904) 549-6143,30.323941585931433,-81.67060457614869
Florida,Jacksonville,5801 Beach Blvd,32207,(904) 750-6166,30.293667736179632,-81.6040481760748
Florida,Jacksonville,790 Skymarks Dr,32218,(904) 757-3900,30.481429584970787,-81.63747585920999
Florida,Jacksonville,8635 Blanding Blvd,32244,(904) 772-1322,30.19383572515759,-81.73844718811141
Florida,Jacksonville,9172 Baymeadows Rd,32256,(904) 750-3506,30.220471,-81.567803
Florida,Jacksonville,9395 Atlantic Blvd,32225,(904) 721-5658,30.319365276105458,-81.55489914239513
Florida,Jacksonville,9671 Argyle Forest Blvd,32222,(904) 337-3232,30.1963032,-81.8299588
Florida,Jacksonville Beach,1758 3rd St S,32250,(904) 249-7277,30.271247042298853,-81.38887430491081
Florida,Jupiter,6274 W Indiantown Rd,33458,(561) 354-5310,26.93422373810846,-80.1306198341141
Florida,Kissimmee,3254 N John Young Pkwy,34741,(407) 846-3364,28.345580340826608,-81.42075173497028
Florida,Kissimmee,3275 Vineland Rd,34746,(407) 465-0749,28.346394012130798,-81.48621927020517
Florida,Kissimmee,4390 W Vine St.,34746,(689) 215-5494,28.3028332,-81.4569878
Florida,Kissimmee,4450 Pleasant Hill Rd,34746,(407) 818-1147,28.15690633237268,-81.44062779068582
Florida,Kissimmee,6210 W Irlo Bronson Memorial Hwy,34747,(321) 939-2059,28.3321649,-81.5327309
Florida,Kissimmee,8124 W Irlo Bronson Hwy,34747,(407) 329-4336,28.3464523,-81.61128479999999
Florida,Lake City,3017 W US Highway 90,32055,(386) 269-1507,30.180708,-82.681741
Florida,Lake Mary,4315 W Lake Mary Blvd,32746,(407) 321-0844,28.755673212555635,-81.35075833804609
Florida,Lake Worth,4400 Hypoluxo Rd,33462,(561) 621-1733,26.571463,-80.112041
Florida,Lake Worth,6177 S Jog Rd,33467,(561) 246-3080,26.58757239392207,-80.14721898800096
Florida,Lake Worth,8746 Lake Worth Rd,33467,(561) 249-8103,26.616484908120103,-80.18448790794852
Florida,Lakeland,3434 S Florida Ave,33803,(863) 248-4371,28.001671375003713,-81.95652422280466
Florida,Lakeland,4204 US Hwy 98 N,33809,(863) 858-6231,28.0958373,-81.9746955
Florida,Lakewood Ranch,11715 State Road 70 E,34202,(941) 756-0455,27.432713755172138,-82.42544192235476
Florida,Largo,10160 Ulmerton Rd,33771,(727) 501-1354,27.89407785160986,-82.78005961130967
Florida,Lauderhill,5435 N University Dr,33351,(954) 742-3650,26.191549305741724,-80.25268509264242
