state,city,address,zip_code,name,phone,latitude,longitude,url,country
Florida,Winter Garden,3317 Daniels Rd,34787,Chipotle Winter Garden,(407) 654-4415,28.520862925627803,-81.58684953378031,https://locations.chipotle.com/../fl/winter-garden/3317-daniels-rd,USA
Florida,Winter Haven,804 Cypress Gardens Blvd,33880,Chipotle Winter Haven,(863) 294-7285,28.003602586341753,-81.71751414785041,https://locations.chipotle.com/../fl/winter-haven/804-cypress-gardens-blvd,USA
Florida,Winter Park,525 S Orlando Ave,32789,Chipotle Winter Park,(407) 628-3207,28.593627003298938,-81.36531213488999,https://locations.chipotle.com/../fl/winter-park/525-s-orlando-ave,USA
Florida,Winter Springs,1177 E State Road 434,32708,Chipotle Winter Springs,(689) 689-3021,28.697367670836048,-81.26376727972134,https://locations.chipotle.com/../fl/winter-springs/1177-e-state-road-434,USA
Florida,Winter Springs,5637 Red Bug Lake Rd,32708,Chipotle Willa Springs,(407) 695-0440,28.6469345,-81.2700902,https://locations.chipotle.com/../fl/winter-springs/5637-red-bug-lake-rd,USA
Florida,Yulee,463913 State Road 200,32097,Chipotle Yulee,(904) 849-4398,30.625426686831073,-81.54245546990586,https://locations.chipotle.com/../fl/yulee/463913-state-road-200,USA
Florida,Zephyrhills,7646 Gall Blvd,33541,Chipotle Zephyrhills,(813) 701-2356,28.2684738,-82.18811079999999,https://locations.chipotle.com/../fl/zephyrhills/7646-gall-blvd,USA
Georgia,Acworth,3359 Cobb Pkwy NW,30101,Chipotle Acworth,(678) 275-2365,34.0522483,-84.7013283,https://locations.chipotle.com/../ga/acworth/3359-cobb-pkwy-nw,USA
Georgia,Albany,2630 Dawson Rd,31707,Chipotle Albany,(229) 483-0091,31.617004244299196,-84.22186359631252,https://locations.chipotle.com/../ga/albany/2630-dawson-rd,USA
Georgia,Alpharetta,10910 Haynes Bridge Rd,30022,Chipotle Alpharetta North Point,(678) 893-0236,34.05176246676509,-84.28630241563991,https://locations.chipotle.com/../ga/alpharetta/10910-haynes-bridge-rd,USA
Georgia,Alpharetta,3900 Brookside Pkwy,30022,Chipotle Old Milton Parkway,(470) 235-7321,34.061468,-84.246382,https://locations.chipotle.com/../ga/alpharetta/3900-brookside-pkwy,USA
Georgia,Alpharetta,5250 Windward Pkwy,30004,Chipotle Windward,(678) 867-9459,34.09082267722346,-84.27493030209013,https://locations.chipotle.com/../ga/alpharetta/5250-windward-pkwy,USA
Georgia,Athens,165 Alps Rd,30606,Chipotle Athens Alps,(706) 548-7210,33.947373403855124,-83.40882517790988,https://locations.chipotle.com/../ga/athens/165-alps-rd,USA
Georgia,Atlanta,1080 Peachtree St NE,30309,Chipotle 1010 Midtown,(404) 665-0120,33.783904317392796,-84.38381426251063,https://locations.chipotle.com/../ga/atlanta/1080-peachtree-st-ne,USA
Georgia,Atlanta,11700 Spine Rd.,30320,Chipotle ATL Concourse D,(404) 481-2340,33.64086196735966,-84.42928899766264,https://locations.chipotle.com/../ga/atlanta/11700-spine-rd,USA
Georgia,Atlanta,123 Perimeter Ctr W,30346,Chipotle Perimeter Mall,(770) 677-5542,33.9278660829241,-84.34403443602827,https://locations.chipotle.com/../ga/atlanta/123-perimeter-ctr-w,USA
Georgia,Atlanta,1401 Oxford Rd NE,30307,Chipotle Emory Village,(404) 855-4990,33.78863733648415,-84.32665965129746,https://locations.chipotle.com/../ga/atlanta/1401-oxford-rd-ne,USA
Georgia,Atlanta,1745 Peachtree St NE,30309,Chipotle South Buckhead,(404) 481-2773,33.80081505530346,-84.39220957729816,https://locations.chipotle.com/../ga/atlanta/1745-peachtree-st-ne,USA
Georgia,Atlanta,2020 Howell Mill Rd NW,30318,Chipotle Howell Mill Rd,(404) 937-5296,33.8101168,-84.4130441,https://locations.chipotle.com/../ga/atlanta/2020-howell-mill-rd-nw,USA
Georgia,Atlanta,2078 Henderson Mill Rd NE,30345,Chipotle Lavista Northlake,(678) 281-2072,33.845862658514974,-84.25600602883429,https://locations.chipotle.com/../ga/atlanta/2078-henderson-mill-rd-ne,USA
Georgia,Atlanta,2571 Sidney Marcus Blvd NE,30324,Chipotle Atlanta Lindbergh,(470) 986-1153,33.825622,-84.3653154,https://locations.chipotle.com/../ga/atlanta/2571-sidney-marcus-blvd-ne,USA
Georgia,Atlanta,2810 Paces Ferry Rd SE,30339,Chipotle Vinings,(678) 275-2360,33.86555528065659,-84.46936759487068,https://locations.chipotle.com/../ga/atlanta/2810-paces-ferry-rd-se,USA
Georgia,Atlanta,2963 N Druid Hills Rd NE,30329,Chipotle Toco Hills,(404) 929-9907,33.81470652473796,-84.31016554752678,https://locations.chipotle.com/../ga/atlanta/2963-n-druid-hills-rd-ne,USA
Georgia,Atlanta,2973 Cobb Pkwy SE,30339,Chipotle Cumberland,(770) 916-0788,33.88102857875902,-84.46140194291598,https://locations.chipotle.com/../ga/atlanta/2973-cobb-pkwy-se,USA
Georgia,Atlanta,3393 Peachtree Rd,30326,Chipotle Lenox Mall Food Court,(404) 481-2467,33.845309,-84.36136,https://locations.chipotle.com/../ga/atlanta/3393-peachtree-rd,USA
Georgia,Atlanta,3424 Piedmont Rd NE,30305,Chipotle Buckhead North,(404) 869-7921,33.84814155240244,-84.37417909201338,https://locations.chipotle.com/../ga/atlanta/3424-piedmont-rd-ne,USA
Georgia,Atlanta,4400 Ashford Dunwoody Rd NE,30346,Chipotle Perimeter Mall Food Court,(678) 317-0103,33.923801014291904,-84.34114998377137,https://locations.chipotle.com/../ga/atlanta/4400-ashford-dunwoody-rd-ne,USA
Georgia,Atlanta,4600 Roswell Rd,30342,Chipotle Chastain Park,(404) 257-1510,33.880831760821536,-84.3809583411045,https://locations.chipotle.com/../ga/atlanta/4600-roswell-rd,USA
Georgia,Atlanta,540 17th St NW,30318,Chipotle West Midtown Atlanta,(404) 872-6915,33.791027225178105,-84.40703749202919,https://locations.chipotle.com/../ga/atlanta/540-17th-st-nw,USA
Georgia,Atlanta,718 Ponce De Leon Ave NE,30306,Chipotle Ponce de Leon,(404) 685-3531,33.77392179723447,-84.36356532716769,https://locations.chipotle.com/../ga/atlanta/718-ponce-de-leon-ave-ne,USA
Georgia,Augusta,229 Robert C Daniel Jr Pkwy,30909,Chipotle Augusta Exchange,(706) 738-4352,33.491083,-82.08011,https://locations.chipotle.com/../ga/augusta/229-robert-c-daniel-jr-pkwy,USA
Georgia,Austell,3999 Austell Rd,30106,Chipotle Austell,(678) 275-2701,33.85553484082516,-84.59929141030743,https://locations.chipotle.com/../ga/austell/3999-austell-rd,USA
Georgia,Brunswick,100 Shupe Way,31520,Chipotle Brunswick 2,(912) 342-1141,31.23161,-81.499493,https://locations.chipotle.com/../ga/brunswick/100-shupe-way,USA
Georgia,Buford,2925 Buford Dr,30519,Chipotle Buford,(678) 288-2142,34.0498845117949,-83.99184952461077,https://locations.chipotle.com/../ga/buford/2925-buford-dr,USA
Georgia,Buford,3350 Buford Dr,30519,Chipotle Mall of Georgia,(678) 482-4355,34.0731190716733,-83.9848486165676,https://locations.chipotle.com/../ga/buford/3350-buford-dr,USA
Georgia,Calhoun,530 Highway 53 E,30701,Chipotle Calhoun GA,(762) 538-2322,34.47550263384319,-84.92685639478206,https://locations.chipotle.com/../ga/calhoun/530-highway-53-e,USA
Georgia,Canton,2026 Cumming Hwy,30115,Chipotle Canton Marketplace,(678) 880-4203,34.23665147381761,-84.45634731900049,https://locations.chipotle.com/../ga/canton/2026-cumming-hwy,USA
Georgia,Carrollton,814 S Park St,30117,Chipotle Carrollton,(678) 890-2574,33.5668026,-85.07689649999999,https://locations.chipotle.com/../ga/carrollton/814-s-park-st,USA
Georgia,Cartersville,405 E Main St,30121,Chipotle Cartersville,(770) 276-2061,34.16705049651067,-84.7870462220142,https://locations.chipotle.com/../ga/cartersville/405-e-main-st,USA
Georgia,Chamblee,5001 Peachtree Blvd,30341,Chipotle Chamblee,(770) 936-8103,33.884570707268836,-84.3158437680495,https://locations.chipotle.com/../ga/chamblee/5001-peachtree-blvd,USA
Georgia,Columbus,3201 Macon Rd,31906,Chipotle Columbus South,(706) 561-3060,32.48287459988765,-84.94301721165674,https://locations.chipotle.com/../ga/columbus/3201-macon-rd,USA
Georgia,Columbus,5295 Whittlesey Blvd,31909,Chipotle Columbus Park Crossing,(706) 225-5773,32.54176918447279,-84.9503442909704,https://locations.chipotle.com/../ga/columbus/5295-whittlesey-blvd,USA
Georgia,Commerce,30874 US-441 S,30529,Chipotle 30874 US-441 S,(762) 356-8084,34.249905,-83.4605885,https://locations.chipotle.com/../ga/commerce/30874-us-441-s,USA
Georgia,Conyers,1467 Highway 138 SE,30013,Chipotle Conyers,(770) 929-0243,33.65106559068214,-84.00913831622582,https://locations.chipotle.com/../ga/conyers/1467-highway-138-se,USA
Georgia,Covington,3147 US-278 NW,30014,Chipotle Covington GA,(678) 212-9001,33.6033348,-83.8586899,https://locations.chipotle.com/../ga/covington/3147-us-278-nw,USA
Georgia,Cumming,905 Market Place Blvd,30041,Chipotle Cumming Market Place Highway 20,(678) 456-3065,34.18122085793144,-84.13307816532043,https://locations.chipotle.com/../ga/cumming/905-market-place-blvd,USA
Georgia,Dawsonville,285 Marketplace Blvd,30534,Chipotle Dawsonville,(706) 429-0265,34.3485401,-84.0506016,https://locations.chipotle.com/../ga/dawsonville/285-marketplace-blvd,USA
Georgia,Decatur,198 W Ponce De Leon Ave,30030,Chipotle Downtown Decatur,(404) 481-2778,33.775353993630354,-84.29870058416805,https://locations.chipotle.com/../ga/decatur/198-w-ponce-de-leon-ave,USA
Georgia,Decatur,2474 Wesley Chapel Rd,30035,Chipotle Wesley Chapel Road,(678) 502-7455,33.71532207292566,-84.2151045,https://locations.chipotle.com/../ga/decatur/2474-wesley-chapel-rd,USA
Georgia,Douglasville,9380 The Landing Dr,30135,Chipotle Douglasville,(678) 275-2386,33.727932,-84.737725,https://locations.chipotle.com/../ga/douglasville/9380-the-landing-dr,USA
Georgia,Duluth,11720 Medlock Bridge Rd,30097,Chipotle John's Creek,(770) 623-1724,34.06625161052994,-84.1699452439795,https://locations.chipotle.com/../ga/duluth/11720-medlock-bridge-rd,USA
Georgia,Duluth,2040 Pleasant Hill Rd,30096,Chipotle Gwinnett,(678) 584-0011,33.95524015106256,-84.1310987699232,https://locations.chipotle.com/../ga/duluth/2040-pleasant-hill-rd,USA
Georgia,Duluth,2190 Peachtree Industrial Blvd,30097,Chipotle Duluth Sugarloaf Parkway,(770) 418-9120,34.0214559846354,-84.12027296747647,https://locations.chipotle.com/../ga/duluth/2190-peachtree-industrial-blvd,USA
Georgia,Dunwoody,1614 Mount Vernon Rd,30338,Chipotle Dunwoody Village,(470) 622-7327,33.9465408169999,-84.33386667055224,https://locations.chipotle.com/../ga/dunwoody/1614-mount-vernon-rd,USA
Georgia,Dunwoody,8753 Roswell Rd,30350,Chipotle 8753 Roswell Rd,(470) 514-3530,33.995693278542014,-84.35045425014997,https://locations.chipotle.com/../ga/dunwoody/8753-roswell-rd,USA
Georgia,East Point,3330 Camp Creek Pkwy,30344,Chipotle Camp Creek,(404) 346-4681,33.65723509187696,-84.4992085118999,https://locations.chipotle.com/../ga/east-point/3330-camp-creek-pkwy,USA
Georgia,Fairburn,8045 Senoia Rd,30213,Chipotle Fairburn,(770) 892-0162,33.535691,-84.577689,https://locations.chipotle.com/../ga/fairburn/8045-senoia-rd,USA
Georgia,Fayetteville,1135 Highway 85 N,30214,Chipotle FAYETTEVILLE,(770) 892-0169,33.472221612419574,-84.44279131886319,https://locations.chipotle.com/../ga/fayetteville/1135-highway-85-n,USA
Georgia,Fort Oglethorpe,2989 Battlefield Pkwy,30742,Chipotle Fort Oglethorpe,(229) 664-2019,34.9406904,-85.2169112,https://locations.chipotle.com/../ga/fort-oglethorpe/2989-battlefield-pkwy,USA
Georgia,Gainesville,1134 Dawsonville Hwy,30501,Chipotle Gainesville GA,(770) 287-0887,34.3032822,-83.858686,https://locations.chipotle.com/../ga/gainesville/1134-dawsonville-hwy,USA
Georgia,Gainesville,604 White Sulphur Rd,30501,Chipotle Gainesville East,(678) 707-7184,34.31535853864403,-83.7938320360034,https://locations.chipotle.com/../ga/gainesville/604-white-sulphur-rd,USA
Georgia,Grayson,1860 Grayson Hwy,30017,Chipotle 1860 Grayson Hwy,(470) 706-0116,33.900017,-83.96100299999999,https://locations.chipotle.com/../ga/grayson/1860-grayson-hwy,USA
Georgia,Griffin,1440 N Expressway,30223,Chipotle Griffin,(678) 408-5078,33.27237356520682,-84.29010913529017,https://locations.chipotle.com/../ga/griffin/1440-n-expressway,USA
Georgia,Hinesville,806 W Oglethorpe Hwy,31313,Chipotle Hinesville,(912) 368-0252,31.822523023186836,-81.59896890823387,https://locations.chipotle.com/../ga/hinesville/806-w-oglethorpe-hwy,USA
Georgia,Hiram,4500 Jimmy Lee Smith Pkwy,30141,Chipotle Hiram,(678) 275-2359,33.89055891310516,-84.75366235486091,https://locations.chipotle.com/../ga/hiram/4500-jimmy-lee-smith-pkwy,USA
Georgia,Johns Creek,8483 Holcomb Bridge Rd,30022,Chipotle Rivermont Station,(484) 535-5615,33.98805851859937,-84.2722299309213,https://locations.chipotle.com/../ga/johns-creek/8483-holcomb-bridge-rd,USA
Georgia,Kennesaw,777 Townpark Ln NW,30144,Chipotle Kennesaw State,(770) 675-3993,34.03541847770412,-84.57355248098565,https://locations.chipotle.com/../ga/kennesaw/777-townpark-ln-nw,USA
Georgia,Kennesaw,954 Ernest W Barrett Pkwy NW,30144,Chipotle Ernest Barrett Parkway,(678) 279-7996,34.00384741990944,-84.57924998900114,https://locations.chipotle.com/../ga/kennesaw/954-ernest-w-barrett-pkwy-nw,USA
Georgia,Lagrange,1509 Lafayette Pkwy,30241,Chipotle Lagrange,(762) 323-4660,33.04270219705478,-84.97959875302068,https://locations.chipotle.com/../ga/lagrange/1509-lafayette-pkwy,USA
Georgia,Lawrenceville,1475 Pleasant Hill Rd,30044,Chipotle 1475 Pleasant Hill Rd,(678) 502-7384,33.94073086057992,-84.12273104662705,https://locations.chipotle.com/../ga/lawrenceville/1475-pleasant-hill-rd,USA
Georgia,Lawrenceville,4885 Sugarloaf Pkwy,30044,Chipotle Sugarloaf Crossing,(678) 985-1012,33.95567904762974,-84.0551910046769,https://locations.chipotle.com/../ga/lawrenceville/4885-sugarloaf-pkwy,USA
Georgia,Lawrenceville,860 Duluth Hwy,30043,Chipotle Lawrenceville,(678) 985-9290,33.9671011440112,-84.02245834910435,https://locations.chipotle.com/../ga/lawrenceville/860-duluth-hwy,USA
Georgia,Lilburn,4805 Lawrenceville Hwy NW,30047,Chipotle 4805 Lawrenceville Hwy NW,(678) 502-7392,33.8955798055653,-84.14110974175868,https://locations.chipotle.com/../ga/lilburn/4805-lawrenceville-hwy-nw,USA
Georgia,Lithia Springs,642 Thornton Rd,30122,Chipotle Thornton Road,(470) 412-6377,33.78849111026301,-84.61939329180902,https://locations.chipotle.com/../ga/lithia-springs/642-thornton-rd,USA
Georgia,Loganville,4112 Atlanta Hwy,30052,Chipotle Loganville,(678) 436-5247,33.84555968347321,-83.9098085104098,https://locations.chipotle.com/../ga/loganville/4112-atlanta-hwy,USA
Georgia,Mabelton,4835 Floyd Rd,30126,Chipotle Mableton,(943) 234-2041,33.836857,-84.575853,https://locations.chipotle.com/../ga/mabelton/4835-floyd-rd,USA
Georgia,Macon,120 Tom Hill Sr Blvd,31210,Chipotle Macon,(478) 474-0350,32.90075978429131,-83.68851949479199,https://locations.chipotle.com/../ga/macon/120-tom-hill-sr-blvd,USA
Georgia,Marietta,1281 Johnson Ferry Rd,30068,Chipotle Marietta East Cobb,(678) 279-1604,33.980022015632436,-84.4246115323565,https://locations.chipotle.com/../ga/marietta/1281-johnson-ferry-rd,USA
Georgia,Marietta,2675 Windy Hill Rd SE,30067,Chipotle Windy Hill,(678) 275-2369,33.901473,-84.47732910491085,https://locations.chipotle.com/../ga/marietta/2675-windy-hill-rd-se,USA
Georgia,Marietta,3606 Sandy Plains Rd,30066,Chipotle Sandy Plains 2,(678) 275-2039,34.037258,-84.461132,https://locations.chipotle.com/../ga/marietta/3606-sandy-plains-rd,USA
Georgia,Marietta,54 Cobb Pkwy N,30062,Chipotle Marietta BC,(470) 750-6654,33.95231403263795,-84.52075120403673,https://locations.chipotle.com/../ga/marietta/54-cobb-pkwy-n,USA
Georgia,McDonough,1442 Highway 20 W,30253,Chipotle McDonough,(770) 957-8656,33.42289817058108,-84.18719384938834,https://locations.chipotle.com/../ga/mcdonough/1442-highway-20-w,USA
Georgia,Milledgeville,2399 N Columbia St,31061,Chipotle Milledgeville,(478) 387-3018,33.10985853161374,-83.25465249191528,https://locations.chipotle.com/../ga/milledgeville/2399-n-columbia-st,USA
Georgia,Morrow,2011 Mount Zion Rd,30260,Chipotle Morrow Mt. Zion,(770) 472-3855,33.562695515038,-84.32466225520801,https://locations.chipotle.com/../ga/morrow/2011-mount-zion-rd,USA
Georgia,Newnan,1200 Highway 34 E,30265,Chipotle Newnan,(770) 252-2968,33.39829669716475,-84.73991360278428,https://locations.chipotle.com/../ga/newnan/1200-highway-34-e,USA
Georgia,Norcross,5175 Peachtree Pkwy,30092,Chipotle Norcross,(678) 281-1990,33.9801977742114,-84.21719131626006,https://locations.chipotle.com/../ga/norcross/5175-peachtree-pkwy,USA
Georgia,Norcross,5485 Jimmy Carter Blvd,30093,Chipotle Jimmy Carter Blvd,(770) 446-2432,33.90860537855734,-84.20569164719689,https://locations.chipotle.com/../ga/norcross/5485-jimmy-carter-blvd,USA
Georgia,Oconee,1797 Oconee Connector,30622,Chipotle Oconee Connector,(762) 234-5100,33.91737461533975,-83.45435395703012,https://locations.chipotle.com/../ga/oconee/1797-oconee-connector,USA
Georgia,Peachtree City,101 City Cir,30269,Chipotle Peachtree City,(404) 665-0324,33.3966464,-84.59228569999999,https://locations.chipotle.com/../ga/peachtree-city/101-city-cir,USA
Georgia,Pooler,2120 Pooler Pkwy,31322,Chipotle 2120 Pooler Pkwy,(912) 912-2566,32.07882856428843,-81.28265431877384,https://locations.chipotle.com/../ga/pooler/2120-pooler-pkwy,USA
Georgia,Pooler,6 Mill Creek Cir,31322,Chipotle Pooler GA,(912) 330-0675,32.140189191111766,-81.24343997702158,https://locations.chipotle.com/../ga/pooler/6-mill-creek-cir,USA
Georgia,Riverdale,7086 GA 85,30274,Chipotle Riverdale Atlanta,(770) 892-0163,33.56161177649393,-84.41304169399754,https://locations.chipotle.com/../ga/riverdale/7086-ga-85,USA
Georgia,Rome,1415 Turner McCall Blvd SE,30161,Chipotle Rome,(706) 204-7003,34.25107249918637,-85.16245824492377,https://locations.chipotle.com/../ga/rome/1415-turner-mccall-blvd-se,USA
Georgia,Roswell,10800 Alpharetta Hwy,30076,Chipotle Roswell,(770) 642-0710,34.04353955641305,-84.34150049167557,https://locations.chipotle.com/../ga/roswell/10800-alpharetta-hwy,USA
Georgia,Sandy Springs,5920 Roswell Rd,30328,Chipotle Sandy Springs,(404) 252-2998,33.91662616607838,-84.38148064526179,https://locations.chipotle.com/../ga/sandy-springs/5920-roswell-rd,USA
Georgia,Savannah,1801 E Victory Dr,31404,Chipotle Savannah Victory Station,(912) 303-5870,32.043855769009234,-81.07206736043338,https://locations.chipotle.com/../ga/savannah/1801-e-victory-dr,USA
Georgia,Savannah,318 Mall Blvd,31406,Chipotle Savannah Abercorn,(912) 335-3380,32.005302552023984,-81.11390031116984,https://locations.chipotle.com/../ga/savannah/318-mall-blvd,USA
Georgia,Smyrna,5131 S Cobb Dr SE,30080,Chipotle South Cobb Drive,(470) 826-0044,33.82995558838555,-84.49175806275449,https://locations.chipotle.com/../ga/smyrna/5131-s-cobb-dr-se,USA
Georgia,Snellville,1650 Scenic Highway S,30078,Chipotle Snellville President Commons,(678) 836-1183,33.88240818771869,-84.01050865398463,https://locations.chipotle.com/../ga/snellville/1650-scenic-highway-s,USA
Georgia,South Fulton,5823 Campbellton Rd SW,30331,Chipotle 5823 Campbellton Rd SW,(404) 779-0786,33.700488,-84.577657,https://locations.chipotle.com/../ga/south-fulton/5823-campbellton-rd-sw,USA
Georgia,Statesboro,170 Brampton Ave,30458,Chipotle Statesboro,(912) 225-9379,32.4126858,-81.7684921,https://locations.chipotle.com/../ga/statesboro/170-brampton-ave,USA
Georgia,Stockbridge,1580 Hudson Bridge Rd,30281,Chipotle Eagles Landing,(770) 892-0123,33.50438469274502,-84.23812754086521,https://locations.chipotle.com/../ga/stockbridge/1580-hudson-bridge-rd,USA
Georgia,Suwanee,3186 Lawrenceville Suwanee Rd,30024,Chipotle Suwanee,(770) 904-2263,34.034380234679965,-84.05223583374692,https://locations.chipotle.com/../ga/suwanee/3186-lawrenceville-suwanee-rd,USA
Georgia,Tucker,4347 Hugh Howell Rd,30084,Chipotle Tucker,(770) 491-9797,33.85160475141166,-84.21001497362806,https://locations.chipotle.com/../ga/tucker/4347-hugh-howell-rd,USA
Georgia,Valdosta,1108 N Saint Augustine Rd,31601,Chipotle Valdosta GA,(229) 506-5213,30.840475736533808,-83.32254104091434,https://locations.chipotle.com/../ga/valdosta/1108-n-saint-augustine-rd,USA
Georgia,Valdosta,3289 Inner Perimter Rd.,31602,Chipotle North Valdosta,(229) 929-2988,30.883397,-83.287184,https://locations.chipotle.com/../ga/valdosta/3289-inner-perimter-rd,USA
Georgia,Warner Robins,133 Margie Dr,31093,Chipotle Warner Robins,(478) 953-0518,32.61858440661779,-83.69034944299307,https://locations.chipotle.com/../ga/warner-robins/133-margie-dr,USA
Georgia,Waycross,1751 Memorial Dr,31501,Chipotle Waycross,(912) 740-2137,31.2055359,-82.3357996,https://locations.chipotle.com/../ga/waycross/1751-memorial-dr,USA
Georgia,Woodstock,2075 Towne Lake Pkwy,30189,Chipotle Towne Lake,(678) 275-2366,34.109087298516805,-84.55277585153789,https://locations.chipotle.com/../ga/woodstock/2075-towne-lake-pkwy,USA
Georgia,Woodstock,9480 Hwy 92,30188,Chipotle Woodstock,(678) 275-2293,34.085881529215364,-84.52289025276082,https://locations.chipotle.com/../ga/woodstock/9480-hwy-92,USA
Idaho,Boise,205 N Milwaukee St,83704,Chipotle Boise Towne Square,(208) 376-3433,43.606686,-116.2823,https://locations.chipotle.com/../id/boise/205-n-milwaukee-st,USA
Idaho,Boise,305 S 6th St,83702,Chipotle Downtown Boise,(208) 901-3827,43.61266805437867,-116.20309363558198,https://locations.chipotle.com/../id/boise/305-s-6th-st,USA
Idaho,Boise,702 E Boise Ave,83706,Chipotle Southeast Boise,(208) 509-4827,43.5788477,-116.1740201,https://locations.chipotle.com/../id/boise/702-e-boise-ave,USA
Idaho,Boise,7610 W State Street,83714,Chipotle Garden City,(208) 853-0853,43.67126092041141,-116.28303340613422,https://locations.chipotle.com/../id/boise/7610-w-state-street,USA
Idaho,Caldwell,5005 Cleveland Blvd,83605,Chipotle 5005 Cleveland Blvd,(986) 286-4005,43.6345444939054,-116.6451977171793,https://locations.chipotle.com/../id/caldwell/5005-cleveland-blvd,USA
Idaho,Meridian,1323 W Chinden Blvd,83646,Chipotle 1323 W Chinden Blvd,(208) 918-8810,43.662327,-116.410146,https://locations.chipotle.com/../id/meridian/1323-w-chinden-blvd,USA
Idaho,Meridian,2126 N Eagle Rd,83646,Chipotle Meridian,(208) 288-0595,43.62420794020334,-116.353922864418,https://locations.chipotle.com/../id/meridian/2126-n-eagle-rd,USA
Idaho,Nampa,1260 N Happy Valley Rd,83687,Chipotle 1260 N Happy Valley Rd,(986) 666-7096,43.59559827109034,-116.51270151805558,https://locations.chipotle.com/../id/nampa/1260-n-happy-valley-rd,USA
Idaho,Twin Falls,118 Cheney Dr W,83301,Chipotle 118 Cheney Dr W,(208) 886-1056,42.5888219,-114.4804354,https://locations.chipotle.com/../id/twin-falls/118-cheney-dr-w,USA
Illinois,Addison,1078 N Rohlwing Rd,60101,Chipotle Addison - Lake 53,(630) 282-7220,41.9496874031525,-88.03226236073056,https://locations.chipotle.com/../il/addison/1078-n-rohlwing-rd,USA
Illinois,Algonquin,412 S Randall Rd,60102,Chipotle Algonquin,(847) 458-1030,42.17159600252217,-88.33588366699172,https://locations.chipotle.com/../il/algonquin/412-s-randall-rd,USA
Illinois,Arlington Heights,711 E Palatine Rd,60004,Chipotle Arlington Heights R-2,(224) 857-7699,42.1096596,-87.97375760000001,https://locations.chipotle.com/../il/arlington-heights/711-e-palatine-rd,USA
Illinois,Aurora,1167 N Eola Rd,60502,Chipotle Aurora Eola,(630) 405-7171,41.780402,-88.2400918,https://locations.chipotle.com/../il/aurora/1167-n-eola-rd,USA
Illinois,Aurora,1480 N Orchard Rd,60506,Chipotle Aurora Orchard,(630) 723-5004,41.78628300002481,-88.37625017790987,https://locations.chipotle.com/../il/aurora/1480-n-orchard-rd,USA
Illinois,Aurora,2902 Kirk Rd,60502,Chipotle Aurora Kirk & Butterfield,(630) 429-9437,41.813719219486686,-88.28039555276126,https://locations.chipotle.com/../il/aurora/2902-kirk-rd,USA
Illinois,Aurora,848 N Route 59,60504,Chipotle Fox Valley,(630) 851-3271,41.76848482177453,-88.20634978693226,https://locations.chipotle.com/../il/aurora/848-n-route-59,USA
Illinois,Barrington,550 N. Hough,60010,Chipotle 550 N. Hough,(224) 448-4013,42.15972824404375,-88.13667962349102,https://locations.chipotle.com/../il/barrington/550-n-hough,USA
Illinois,Batavia,1990 McKee Street,60510,Chipotle Batavia Randall Rd.,(331) 334-6016,41.8542291,-88.3390197,https://locations.chipotle.com/../il/batavia/1990-mckee-street,USA
Illinois,Berwyn,7140 Cermak Rd,60402,Chipotle Berwyn,(708) 303-5049,41.850691159537845,-87.80281364750965,https://locations.chipotle.com/../il/berwyn/7140-cermak-rd,USA
Illinois,Bloomingdale,170 E Lake St,60108,Chipotle Fairfield and Lake Street,(630) 529-5128,41.957117193991756,-88.07361856258296,https://locations.chipotle.com/../il/bloomingdale/170-e-lake-st,USA
Illinois,Bloomingdale,394 W Army Trail Rd,60108,Chipotle Bloomingdale Relo,(224) 955-2142,41.93874691450645,-88.11418875428255,https://locations.chipotle.com/../il/bloomingdale/394-w-army-trail-rd,USA
Illinois,Bloomington,305 N Veterans Pkwy,61704,Chipotle Bloomington Veterans Prkwy,(309) 661-7850,40.4825857443907,-88.95221180521533,https://locations.chipotle.com/../il/bloomington/305-n-veterans-pkwy,USA
Illinois,Bolingbrook,256 S Weber Rd,60490,Chipotle Bolingbrook R,(331) 273-3078,41.691551669709554,-88.1238823437842,https://locations.chipotle.com/../il/bolingbrook/256-s-weber-rd,USA
Illinois,Bolingbrook,750 Janes Ave,60440,Chipotle Boughton Road Bolingbrook,(630) 312-8753,41.72133805137166,-88.03794158895494,https://locations.chipotle.com/../il/bolingbrook/750-janes-ave,USA
Illinois,Bourbonnais,1601 N State Route 50,60914,Chipotle Bradley,(815) 932-3225,41.17397974758985,-87.85218980919035,https://locations.chipotle.com/../il/bourbonnais/1601-n-state-route-50,USA
Illinois,Bridgeview,8813 S. Harlem Ave,60455,Chipotle Bridgeview 87th & Harlem,(708) 598-1555,41.73124799980357,-87.79849106962604,https://locations.chipotle.com/../il/bridgeview/8813-s-harlem-ave,USA
Illinois,Champaign,528 E Green St,61820,Chipotle Champaign,(217) 344-0466,40.11042402624319,-88.23064214662702,https://locations.chipotle.com/../il/champaign/528-e-green-st,USA
Illinois,Champaign,903 W Anthony Dr,61821,Chipotle Champaign Prospect,(217) 398-0997,40.13749109892263,-88.25864082861125,https://locations.chipotle.com/../il/champaign/903-w-anthony-dr,USA
Illinois,Chicago,10 E Jackson Blvd,60604,Chipotle Jackson,(312) 566-0308,41.87838824081532,-87.62723103553652,https://locations.chipotle.com/../il/chicago/10-e-jackson-blvd,USA
